Easting,Northing,Site_ID,Stdy_Start,Stdy_Fin,Site_selection,Stdy_Method,Erosion_Rate,Pathway,Reference,Link
616500,226500,1327,NA,20/03/1997,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
621500,281500,1328,NA,14/03/1997,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
621500,286500,1329,NA,14/03/1997,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
626500,281500,1330,NA,19/03/1997,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
626500,286500,1331,NA,14/03/1997,3,Volumetric survey,0.111237553,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
501500,111500,1332,NA,14/03/1997,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
516500,106500,1333,NA,14/03/1997,3,Volumetric survey,1.215789474,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
531500,111500,1334,NA,21/05/1997,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
561500,146500,1335,NA,21/05/1997,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
566500,146500,1336,NA,21/05/1997,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
566500,151500,1337,NA,23/05/1997,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
571500,126500,1338,NA,21/05/1997,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
571500,151500,1339,NA,23/05/1997,3,Volumetric survey,0.02717,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
571500,171500,1340,NA,23/05/1997,3,Volumetric survey,0.03465,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
591500,156500,1341,NA,20/05/1997,3,Volumetric survey,0.119742188,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
601500,146500,1342,NA,20/05/1997,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
601500,156500,1343,NA,20/05/1997,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
396500,636500,1344,NA,16/04/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
401500,626500,1345,NA,16/04/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
406500,571500,1346,NA,15/04/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
411500,581500,1347,NA,15/04/1998,3,Volumetric survey,0.020561798,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
416500,581500,1348,NA,15/04/1998,3,Volumetric survey,0.001041322,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
416500,586500,1349,NA,15/04/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
426500,531500,1350,NA,16/04/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
336500,401500,1351,NA,17/04/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
341500,401500,1352,NA,17/04/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
351500,401500,1353,NA,26/06/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
356500,411500,1354,NA,17/04/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
446500,436500,1355,NA,20/03/1998,3,Volumetric survey,0.077505882,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
441500,471500,1356,NA,18/03/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
446500,476500,1357,NA,18/03/1998,3,Volumetric survey,0.101666667,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
451500,411500,1358,NA,20/03/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
451500,436500,1359,NA,20/03/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
456500,436500,1360,NA,20/03/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
456500,451500,1361,NA,24/03/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
451500,486500,1362,NA,08/03/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
466500,471500,1363,NA,18/06/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
476500,421500,1364,NA,25/06/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
476500,436500,1365,NA,20/03/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
471500,451500,1366,NA,24/03/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
471500,461500,1367,NA,18/03/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
476500,466500,1368,NA,06/07/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
476500,461500,1369,NA,06/03/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
481500,431500,1370,NA,25/06/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
481500,446500,1371,NA,02/07/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
486500,441500,1372,NA,19/03/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
486500,446500,1373,NA,02/04/1998,3,Volumetric survey,0.494140625,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
481500,456500,1374,NA,03/07/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
486500,456500,1375,NA,23/03/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
496500,436500,1376,NA,07/07/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
491500,441500,1377,NA,16/03/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
491500,446500,1378,NA,07/07/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
491500,456500,1379,NA,06/07/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
496500,451500,1380,NA,23/03/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
496500,456500,1381,NA,23/03/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
341500,321500,1382,NA,08/04/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
356500,386500,1383,NA,17/04/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
351500,391500,1384,NA,17/04/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
356500,396500,1385,NA,17/04/1998,3,Volumetric survey,1.521315789,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
366500,321500,1386,NA,09/04/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
376500,311500,1387,NA,09/04/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
376500,316500,1388,NA,09/04/1998,3,Volumetric survey,4.5,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
406500,321500,1389,NA,08/04/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
411500,301500,1390,NA,08/04/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
416500,301500,1391,NA,17/07/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
416500,306500,1392,NA,17/07/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
411500,321500,1393,NA,08/04/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
436500,381500,1394,NA,25/03/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
441500,321500,1395,NA,07/04/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
441500,326500,1396,NA,07/04/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
446500,366500,1397,NA,20/07/1998,3,Volumetric survey,0.030666667,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
456500,321500,1398,NA,07/04/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
451500,396500,1399,NA,25/03/1998,3,Volumetric survey,0.01828125,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
466500,321500,1400,NA,07/04/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
466500,326500,1401,NA,07/04/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
466500,336500,1402,NA,07/04/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
461500,366500,1403,NA,26/03/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
466500,366500,1404,NA,26/03/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
471500,316500,1405,NA,07/04/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
486500,351500,1406,NA,25/03/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
491500,346500,1407,NA,25/03/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
331500,246500,1408,NA,17/07/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
331500,286500,1409,NA,15/04/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
346500,256500,1410,NA,17/07/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
356500,216500,1411,NA,27/03/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
356500,221500,1412,NA,27/03/1998,3,Volumetric survey,0.873972603,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
356500,266500,1413,NA,15/04/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
366500,276500,1414,NA,14/04/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
366500,281500,1415,NA,14/04/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
366500,291500,1416,NA,14/04/1998,3,Volumetric survey,0.379210526,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
366500,296500,1417,NA,14/04/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
376500,291500,1418,NA,14/04/1998,3,Volumetric survey,0.192857143,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
381500,256500,1419,NA,20/03/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
386500,276500,1420,NA,11/06/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
391500,246500,1421,NA,20/03/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
396500,246500,1422,NA,20/03/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
391500,266500,1423,NA,20/03/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
391500,296500,1424,NA,09/04/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
401500,241500,1425,NA,20/03/1998,3,Volumetric survey,0,Water,Harrod et al. (2016) pers. comms. & Harrod et al. (1998) MAFF NT1014 A systematic approach to national budgets of phosphorous loss through soil erosion and surface runoff and National Soil Inventory nodes (SSLRC project code: JF3181) Cranfield University,NA
